Number,English,IPA_Eng,Telugu,IPA_Telugu,Roman,PartOfSpeech,Category,English_Example,Telugu_Example
2561,traditional,/trəˈdɪʃ(ə)n(ə)l/,సాంప్రదాయ,/ʃəm.plə/,saaanparadaaaya,Adjective,Descriptor,The traditional is important.,ఆ సాంప్రదాయ ముఖ్యమైనది.
2562,traffic,/ˈtræf.ɪk/,ట్రాఫిక్,/traa.fik/,traffic,Noun,Transport,Heavy traffic today.,ఇవాళ్టి ట్రాఫిక్ ఎక్కువ.
2563,train,/treɪn/,రివోలు,/ri.vo.lu/,rivolu,Noun,Transport,The train is late.,రిక్షా ఆలస్యంగా వచ్చింది.
2564,training,/ˈtreɪnɪŋ/,శిక్షణ,/ʃəm.plə/,shaikashana,Verb,Action,The training is important.,ఆ శిక్షణ ముఖ్యమైనది.
2565,transaction,/trænˈzæk.ʃən/,లావాదేవీ,/laa.va.dee.vii/,laavadevi,Noun,Finance,Make a transaction.,లావాదేవీ చెయ్యి.
2566,transfer,/ˈtræns.fɜːr/,బదిలీ చేయు,/ba.di.lee cheyu/,badili cheyu,Verb,Finance,Transfer the funds.,నిధులు బదిలీ చేయు.
2567,translate,/trænzˈleɪt/,అనువదించు,/anu.va.din.chu/,anuvadinchu,Verb,Language,Translate this sentence.,ఈ వాక్యాన్ని అనువదించు.
2568,trap,/træp/,బోను,/ʃəm.plə/,baohnau,Noun,General,The trap is important.,ఆ బోను ముఖ్యమైనది.
2569,travel,/ˈtræv.əl/,ప్రయాణించు,/pra.yaa.nin.chu/,prayaaninchu,Verb,Action,Travel with care.,జాగ్రత్తగా ప్రయాణించు.
2570,tray,/treɪ/,ట్రే,/ʃəm.plə/,taraai,Noun,General,The tray is important.,ఆ ట్రే ముఖ్యమైనది.
2571,treat,/triːt/,చికిత్స,/ʃəm.plə/,chaikaitasa,Noun,General,The treat is important.,ఆ చికిత్స ముఖ్యమైనది.
2572,treatment,/ˈtriːtmənt/,చికిత్స,/ʃəm.plə/,chaikaitasa,Noun,General,The treatment is important.,ఆ చికిత్స ముఖ్యమైనది.
2573,tree,/triː/,చెట్టు,/che.t.tu/,chettu,Noun,Nature,The tree is green.,చెట్టు పచ్చగా ఉంది.
2574,trek,/trɛk/,ట్రెక్,/ʃəm.plə/,taraeka,Noun,General,The trek is important.,ఆ ట్రెక్ ముఖ్యమైనది.
2575,trial,/ˈtraɪəl/,విచారణ,/ʃəm.plə/,waichaaarana,Adjective,Descriptor,The trial is important.,ఆ విచారణ ముఖ్యమైనది.
2576,trim,/trɪm/,చేక్కు/చేస్తారు,/chek.ku/ches.taru/,chekku/chestaru,Verb,Action,Trim the hair., జుట్టు ట్రిమ్ చేయి.
2577,trip,/trɪp/,యాత్ర,/ʃəm.plə/,yaaatara,Noun,General,The trip is important.,ఆ యాత్ర ముఖ్యమైనది.
2578,trouble,/ˈtrʌb(ə)l/,సమస్య,/ʃəm.plə/,samasaya,Noun,General,The trouble is important.,ఆ సమస్య ముఖ్యమైనది.
2579,truck,/trʌk/,ట్రక్,/trak/,trak,Noun,Transport,Truck is loaded.,ట్రక్ లోడ్ చేయబడింది.
2580,trust,/trʌst/,నమ్మకం,/nam.ma.kam/,nammakam,Noun,Feeling,I trust you.,నేను నిన్ను నమ్ముతున్నాను.
2581,truth,/truːθ/,నిజం,/ni.jam/,nijam,Noun,Values,Speak the truth.,నిజం చెప్పు.
2582,try,/traɪ/,ప్రయత్నించు,/pra.yat.nin.chu/,prayatninchu,Verb,Action,Try again.,మళ్లీ ప్రయత్నించు.
2583,tube,/tjuːb/,ట్యూబ్,/tube/,tube,Noun,Objects,Replace the tube.,ట్యూబ్ మార్చు.
2584,turn,/tɜːn/,తిప్పు,/ti.ppu/,tippu,Verb,Action,Turn the page.,పేజీ తిప్పు.
2585,turn off,/tɜːn ɒf/,ఆఫ్ చేయి,/aaf cheyi/,aaf cheyi,Verb,Action,Turn off the light.,లైట్ ఆఫ్ చేయి.
2586,turn on,/tɜːn ɒn/,ఆన్ చేయి,/aan cheyi/,aan cheyi,Verb,Action,Turn on the fan.,ఫ్యాన్ ఆన్ చేయి.
2587,twin,/twɪn/,కవల,/ʃəm.plə/,kawala,Noun,General,The twin is important.,ఆ కవల ముఖ్యమైనది.
2588,two,/tuː/,రెండు,/re.n.du/,rendu,Number,Counting,He has two pens.,అతనికి రెండు పెన్లు ఉన్నాయి.
2589,type,/taɪp/,రకం,/ʃəm.plə/,rakan,Noun,General,The type is important.,ఆ రకం ముఖ్యమైనది.
2590,ugly,/ˈʌɡli/,వికారమైన,/ʃəm.plə/,waikaaaramaైna,Adjective,Descriptor,The ugly is important.,ఆ వికారమైన ముఖ్యమైనది.
2591,uncover,/ʌnˈkʌv.ər/,పొర తీసేయి,/po.ra thee.se.yi/,pora theeseyi,Verb,Action,Uncover the dish., ప్లేట్ పొర తీసేయి.
2592,under,/ˈʌn.dər/,కింద,/ki.nda/,kinda,Preposition,Place,Hide under the bed.,మెత్తటి పరుపు కింద దాచు.
2593,underline,/ˌʌn.dəˈlaɪn/,అండర్‌లైన్ పెట్టు,/andar lain pe.t.tu/,underline pettu,Verb,Action,Underline the word.,పదానికి అండర్‌లైన్ పెట్టు.
2594,understand,/ˌʌn.dəˈstænd/,అర్థం చేసుకో,/ar.dham che.su.ko/,ardham chesuko,Verb,Action,Understand the point.,పాయింట్ అర్థం చేసుకో.
2595,uniform,/ˈjuː.nɪ.fɔːrm/,యూనిఫారం,/yu.ni.faa.ram/,yunifaram,Noun,Clothing,He wears a uniform.,అతను యూనిఫారం ధరిస్తాడు.
2596,unit,/ˈjuːnɪt/,యూనిట్,/ʃəm.plə/,yauunaita,Noun,General,The unit is important.,ఆ యూనిట్ ముఖ్యమైనది.
2597,university,/ˌjuː.nɪˈvɜː.sə.ti/,విశ్వవిద్యాలయం,/vish.va.vid.yaa.la.yam/,vishwavidyalayam,Noun,Place,The university is big.,విశ్వవిద్యాలయం పెద్దది.
2598,unlock,/ˌʌnˈlɒk/, తలుపు తీసి పెట్టు,/ta.lu.pu tee.si pe.t.tu/,talupu teesi pettu,Verb,Action,Unlock the door.,తలుపు తీసిపెట్టు.
2599,unpack,/ʌnˈpæk/,విడిప్యాక్ చేయి,/vi.di.pak che.yi/,vidipak cheyi,Verb,Action,Unpack the bag., సంచిని విడిప్యాక్ చేయి.
2600,untie,/ʌnˈtaɪ/,అరికట్టు తీసేయి,/a.ri.ka.tu thee.se.yi/,arikattu theeseyi,Verb,Action,Untie the rope., కొడుకు చేపను తీసేయి.
2601,until,/ənˈtɪl/,వరకు,/ʃəm.plə/,warakau,Noun,General,The until is important.,ఆ వరకు ముఖ్యమైనది.
2602,up,/ʌp/,పైకి,/ʃəm.plə/,paైkai,Noun,General,The up is important.,ఆ పైకి ముఖ్యమైనది.
2603,UPI,/juː.piːˈaɪ/,యుపిఐ,/yupiai/,UPI,Noun,Finance,Send via UPI.,యుపిఐ ద్వారా చెయండి.
2604,upon,/əˈpɒn/,మీద,/ʃəm.plə/,maeeda,Noun,General,The upon is important.,ఆ మీద ముఖ్యమైనది.
2605,us,/əs/,మాకు,/ʃəm.plə/,maaakau,Noun,General,The us is important.,ఆ మాకు ముఖ్యమైనది.
2606,use,/juːz/,ఉపయోగం,/ʃəm.plə/,upayaohgan,Noun,General,The use is important.,ఆ ఉపయోగం ముఖ్యమైనది.
2607,used,/juːzd/,ఉపయోగించబడింది,/ʃəm.plə/,upayaohgainchabadaindai,Verb,Action,The used is important.,ఆ ఉపయోగించబడింది ముఖ్యమైనది.
2608,user,/ˈjuːzər/,వినియోగదారు,/ʃəm.plə/,wainaiyaohgadaaarau,Noun,General,The user is important.,ఆ వినియోగదారు ముఖ్యమైనది.
2609,usually,/ˈjuːʒ(ə)li/,సాధారణంగా,/ʃəm.plə/,saaadhaaaranangaaa,Adverb,Modifier,The usually is important.,ఆ సాధారణంగా ముఖ్యమైనది.
2610,vain,/veɪn/,వ్యర్థం,/ʃəm.plə/,wayarathan,Noun,General,The vain is important.,ఆ వ్యర్థం ముఖ్యమైనది.
2611,value,/ˈvæl.juː/,విలువు,/vi.lu.vu/,viluvu,Noun,Money,Find the value.,విలువ తెలుసుకో.
2612,various,/ˈvɛəriəs/,వివిధ,/ʃəm.plə/,waiwaidha,Adjective,Descriptor,The various is important.,ఆ వివిధ ముఖ్యమైనది.
2613,vast,/vɑːst/,విశాలమైన,/ʃəm.plə/,waishaaalamaైna,Noun,General,The vast is important.,ఆ విశాలమైన ముఖ్యమైనది.
2614,vegetable,/ˈvedʒ.tə.bəl/,కూరగాయ,/koo.ra.ga.ya/,kooragaya,Noun,Food,I cook vegetables.,నేను కూరగాయలు వంటను.
2615,vehicle,/ˈviː.ɪ.kəl/,వాహనం,/vaa.ha.nam/,vaahanam,Noun,Transport,Park the vehicle.,వాహనం పార్క్ చెయ్యి.
2616,verb,/vɜːrb/,క్రియ,/ʃəm.plə/,karaiya,Noun,General,The verb is important.,ఆ క్రియ ముఖ్యమైనది.
2617,very,/ˈvɛri/,చాలా,/ʃəm.plə/,chaaalaaa,Adverb,Modifier,The very is important.,ఆ చాలా ముఖ్యమైనది.
2618,vest,/vɛst/,వెస్ట్ (ఒక రకమైన దుస్తు),/ʃəm.plə/,waesata (oka rakamaైna dausatau),Noun,General,The vest is important.,ఆ వెస్ట్ (ఒక రకమైన దుస్తు) ముఖ్యమైనది.
2619,vice,/vaɪs/,దుర్గుణం,/ʃəm.plə/,dauragaunan,Noun,General,The vice is important.,ఆ దుర్గుణం ముఖ్యమైనది.
2620,victim,/ˈvɪktɪm/,బాధితుడు,/ʃəm.plə/,baaadhaitaudau,Noun,General,The victim is important.,ఆ బాధితుడు ముఖ్యమైనది.
2621,view,/vjuː/,దృక్కోణం,/dru.kko.nam/,drukkoNam,Noun,Opinion,Express your view.,నీ దృక్కోణాన్ని చెప్పు.
2622,village,/ˈvɪl.ɪdʒ/,గ్రామం,/graa.mam/,graamam,Noun,Place,My village is small.,నా గ్రామం చిన్నది.
2623,vine,/vaɪn/,తీగ,/ʃəm.plə/,taeega,Noun,Nature,The vine is important.,ఆ తీగ ముఖ్యమైనది.
2624,violence,/ˈvaɪələns/,హింస,/ʃəm.plə/,hainsa,Noun,General,The violence is important.,ఆ హింస ముఖ్యమైనది.
2625,visit,/ˈvɪz.ɪt/,సందర్శించు,/san.dar.sin.chu/,sandarshinchhu,Verb,Action,Visit your friends.,నీ స్నేహితులను సందర్శించు.
2626,voice,/vɔɪs/,స్వరం,/sva.ram/,svaram,Noun,Body,Your voice is sweet.,నీ స్వరం మధురంగా ఉంది.
2627,void,/vɔɪd/,శూన్యం,/ʃəm.plə/,shauunayan,Noun,General,The void is important.,ఆ శూన్యం ముఖ్యమైనది.
2628,vote,/vəʊt/,ఓటు,/ʃəm.plə/,ohtau,Noun,General,The vote is important.,ఆ ఓటు ముఖ్యమైనది.
2629,wade,/weɪd/,నీటిలో నడుచు,/ʃəm.plə/,naeetailaoh nadauchau,Noun,General,The wade is important.,ఆ నీటిలో నడుచు ముఖ్యమైనది.
2630,wage,/weɪdʒ/,జీతం,/ʃəm.plə/,jaeetan,Noun,General,The wage is important.,ఆ జీతం ముఖ్యమైనది.
2631,wail,/weɪl/,ఏడుపు,/ʃəm.plə/,aydaupau,Noun,General,The wail is important.,ఆ ఏడుపు ముఖ్యమైనది.
2632,wait,/weɪt/,ఆగు,/aa.gu/,aagu,Verb,Action,Wait here.,ఇక్కడ ఆగు.
2633,wait for,/weɪt fɔːr/,కొసం వేచి ఉండు,/ko.sa.m ve.chi un.du/,kosam vechi undu,Verb,Action,Wait for the bus.,బస్సు కోసం వేచి ఉండు.
2634,wake,/weɪk/,లేచి ఉండు,/le.chi u.n.du/,lechi undu,Verb,Action,Wake up., లేచి ఉండు.
2635,walk,/wɔːk/,నడుచు,/na.du.chu/,naduchu,Verb,Action,I walk every morning.,ప్రతి ఉదయం నేను నడుస్తాను.
2636,wall,/wɔːl/,గోడ,/go.da/,goda,Noun,Place,The wall is white.,గోడ తెల్లగా ఉంది.
2637,want,/wɒnt/,కావాలి,/kaa.vaa.li/,kaavaali,Verb,Feeling,I want water.,నాకు నీరు కావాలి.
2638,war,/wɔːr/,యుద్ధం,/ʃəm.plə/,yaudadhan,Noun,General,The war is important.,ఆ యుద్ధం ముఖ్యమైనది.
2639,warm,/wɔːrm/,వెచ్చని,/ʃəm.plə/,waechachanai,Noun,General,The warm is important.,ఆ వెచ్చని ముఖ్యమైనది.
2640,warn,/wɔːrn/,హెచ్చరించు,/ʃəm.plə/,haechacharainchau,Noun,General,The warn is important.,ఆ హెచ్చరించు ముఖ్యమైనది.
2641,was,/wɒz/,ఉంది (భూతకాలం),/ʃəm.plə/,undai (bhauutakaaalan),Noun,General,The was is important.,ఆ ఉంది (భూతకాలం) ముఖ్యమైనది.
2642,wash,/wɒʃ/,కడుగు,/ka.du.gu/,kadugu,Verb,Action,Wash your face., ముఖం కడుగు.
2643,watch,/wɒtʃ/,చేతి గడియారం,/che.ti ga.di.yaa.ram/,cheti gadiyaram,Noun,Objects,I wear a watch.,నేను గడియారం ధరిస్తాను.
2644,water,/ˈwɔː.tər/,నీరు,/niː.ru/,neeru,Noun,Nature,I drink water.,నేను నీరు తాగుతాను.
2645,wave,/weɪv/,అల,/ʃəm.plə/,ala,Noun,General,The wave is important.,ఆ అల ముఖ్యమైనది.
2646,way,/weɪ/,మార్గం,/ʃəm.plə/,maaaragan,Noun,General,The way is important.,ఆ మార్గం ముఖ్యమైనది.
2647,we,/wiː/,మేము,/me.mu/,memu,Pronoun,People,We are friends.,మేము స్నేహితులు.
2648,weak,/wiːk/,బలహీనమైన,/ba.la.hee.na.maina/,balaheenamaina,Adjective,Quality,Weak person needs rest.,బలహీనమైన వ్యక్తి విశ్రాంతి అవసరం.
2649,weakness,/ˈwiːknəs/,బలహీనత,/ʃəm.plə/,balahaeenata,Noun,General,The weakness is important.,ఆ బలహీనత ముఖ్యమైనది.
2650,weapon,/ˈwɛpən/,ఆయుధం,/ʃəm.plə/,aayaudhan,Noun,General,The weapon is important.,ఆ ఆయుధం ముఖ్యమైనది.
2651,wear,/wɛər/,ధరించు,/ʃəm.plə/,dharainchau,Noun,General,The wear is important.,ఆ ధరించు ముఖ్యమైనది.
2652,week,/wiːk/,వారం,/vaa.ram/,vaaram,Noun,Time,One week has seven days.,ఒక వారంలో ఏడు రోజులు.
2653,weep,/wiːp/,ఏడ్చు,/ʃəm.plə/,aydachau,Noun,General,The weep is important.,ఆ ఏడ్చు ముఖ్యమైనది.
2654,weight,/weɪt/,బరువు,/ʃəm.plə/,barauwau,Noun,General,The weight is important.,ఆ బరువు ముఖ్యమైనది.
2655,well,/wɛl/,బావి,/ʃəm.plə/,baaawai,Adverb,Modifier,The well is important.,ఆ బావి ముఖ్యమైనది.
2656,west,/wɛst/,పడమర,/ʃəm.plə/,padamara,Noun,General,The west is important.,ఆ పడమర ముఖ్యమైనది.
2657,western,/ˈwɛst(ə)rn/,పాశ్చాత్య,/ʃəm.plə/,paaashachaaataya,Noun,General,The western is important.,ఆ పాశ్చాత్య ముఖ్యమైనది.
2658,wet,/wɛt/,తడి,/ʃəm.plə/,tadai,Noun,General,The wet is important.,ఆ తడి ముఖ్యమైనది.
2659,what,/wɒt/,ఏమిటి,/e.mi.ti/,emiti,Pronoun,Question,What is that?,అది ఏమిటి?
2660,whatever,/wɒtˈɛvər/,ఏమైనా,/ʃəm.plə/,aymaైnaaa,Noun,General,The whatever is important.,ఆ ఏమైనా ముఖ్యమైనది.
2661,when,/wen/,ఎప్పుడు,/e.pu.du/,epudu,Adverb,Question,When will you come?,నువ్వు ఎప్పుడివస్తావు?
2662,where,/weə/,ఎక్కడ,/e.ka.da/,ekkada,Adverb,Question,Where are you?,నీవెక్కడ ఉన్నావు?
2663,whether,/ˈwɛðər/,లేదో,/ʃəm.plə/,laaidaoh,Noun,General,The whether is important.,ఆ లేదో ముఖ్యమైనది.
2664,which,/wɪtʃ/,ఏది,/e.di/,edi,Pronoun,Question,Which is correct?,ఏది సరైనది?
2665,while,/waɪl/,అప్పుడు,/ʃəm.plə/,apapaudau,Noun,General,The while is important.,ఆ అప్పుడు ముఖ్యమైనది.
2666,whisper,/ˈwɪs.pər/,అజ్ఞాతంగా చెప్పు,/ajnaathanga cheppu/,ajnaathanga cheppu,Verb,Action,Whisper softly.,నిదానంగా చెప్పు.
